,temp,ATMO_1,ATMO_2,ATMO_3,ATMO_4
0,50.0,9.02941176470588,7.175438596491229,6.822222222222222,6.8240740740740735
1,68.0,6.558139534883721,5.385714285714286,5.09009009009009,5.097744360902255
2,86.0,5.0588235294117645,4.095238095238095,3.909090909090909,3.8930817610062896
3,95.0,4.472727272727273,3.6333333333333333,3.4335664335664338,3.4244186046511627
4,104.0,3.450704225352113,3.0388349514563107,2.5873015873015874,2.4034334763948495
5,115.0,3.0,2.442622950819672,1.9558232931726907,2.0
